Symbol,Ticker,Date,Price,Score,Grade,Screen1,Screen2,MACD_H_Score,MACD_Line_Score,EMA_Score,KC_Score,FI_Score,Stoch_Score,Pattern_Score,All_Weekly,Weekly_MACD_H,Weekly_EMA_20,Weekly_EMA_50,Weekly_EMA_100,Daily_FI2,Daily_Stoch_K,Daily_RSI,Pattern,Entry,Stop,Target,CMP,Diff
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,21/11/2025,253.12,7,B,4,3,2,2,0,2,0,1,0,No,-5.0929,282.18,288.36,279.72,55989,39.4,41.7,None,252.18,246.69,260.42, $258.23 , $5.11 
"DOORDASH, INC. (XNAS:DASH)",DASH,21/11/2025,189.63,7,B,3,4,0,1,2,2,1,1,0,No,-9.9086,235.13,214.93,184.88,-846980,12.2,25.2,None,203.81,181.68,237, $229.99 , $40.36 
"COINBASE GLOBAL, INC. (XNAS:COIN)",COIN,21/11/2025,240.41,7,B,3,4,0,1,2,2,1,1,0,No,-12.1461,312.72,287.93,254.8,-1017783,9.8,22.8,None,263.89,230.71,313.66, $277.36 , $36.95 
"ROBINHOOD MARKETS, INC. (XNAS:HOOD)",HOOD,21/11/2025,107.3,7,B,3,4,0,1,2,2,1,1,0,No,-3.1294,115.46,87.92,63.24,-609168,12.2,25.9,None,122.75,102.99,152.39, $135.71 , $28.41 
"SOFI TECHNOLOGIES, INC. (XNAS:SOFI)",SOFI,21/11/2025,25.19,7,B,3,4,0,1,2,2,1,1,0,No,-0.3309,24.86,20,16.09,-197490,18.1,35.3,None,28.61,24.06,35.44, $26.83 , $1.64 
PALANTIR TECHNOLOGIES INC. (XNAS:PLTR),PLTR,21/11/2025,154.85,7,B,3,4,0,1,2,2,1,1,0,No,-3.6418,164.92,133,98.29,-1553137,15.1,21.9,None,174.74,150.54,211.04, $181.84 , $26.99 
"CLOUDFLARE, INC. (XNYS:NET)",NET,21/11/2025,186.38,7,B,3,4,0,1,2,2,1,1,0,No,-4.4035,205.45,173.93,143.94,-89989,8.1,16.1,None,204.67,182.25,238.3, $208.98 , $22.60 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,20/11/2025,893.29,8,B,4,4,0,2,2,2,1,1,0,No,-4.6456,938.54,937.87,890.73,-39427,27.1,41.3,None,895.89,872.22,931.39, $888.44 , $-4.85 
INTUIT INC. (XNAS:INTU),INTU,20/11/2025,637.44,8,B,4,4,0,2,2,2,1,1,0,No,-7.6508,676.62,670.75,654.61,-275921,9.1,35.3,None,657.47,636.17,689.42, $655.75 , $18.31 
"SYNOPSYS, INC. (XNAS:SNPS)",SNPS,20/11/2025,385.6,8,B,4,4,2,2,0,2,1,1,0,No,-17.4467,473.07,496.97,512.94,-7769,12.3,14.1,None,401,375.43,439.36, $465.85 , $80.25 
"COPART, INC. (XNAS:CPRT)",CPRT,20/11/2025,41.02,8,B,4,4,2,2,0,2,1,1,0,No,-0.2848,45.52,49.31,50.84,-14601,38.1,33.8,None,41.74,40.68,43.33, $38.44 , $-2.58 
MICROSOFT CORPORATION (XNAS:MSFT),MSFT,20/11/2025,478.43,7,B,3,4,0,1,2,2,1,1,0,No,-6.017,499.64,472.75,445.95,-3194834,5.9,25.9,None,495.69,474.55,527.4, $492.02 , $13.59 
"AMAZON.COM, INC. (XNAS:AMZN)",AMZN,20/11/2025,217.14,7,B,3,4,0,1,2,2,1,1,0,No,-0.4714,224.61,214.89,201.11,-1405515,1,27.7,None,223.96,216.31,235.44, $227.92 , $10.78 
"Meta Platforms, Inc. (XNAS:META)",META,20/11/2025,589.15,7,B,3,4,0,1,2,2,1,1,0,No,-22.2928,684.36,656.34,590.87,-1069011,10.1,21.5,None,595.93,580.09,619.69, $656.96 , $67.81 
"TESLA, INC. (XNAS:TSLA)",TSLA,20/11/2025,395.23,7,B,3,4,0,1,2,2,1,1,0,No,-0.1512,389.65,348.37,313.05,-13063903,13.6,32.1,None,412.19,382.01,457.46, $445.26 , $50.03 
"NETFLIX, INC. (XNAS:NFLX)",NFLX,20/11/2025,105.67,7,B,3,4,0,1,2,2,1,1,0,No,-2.5235,115.07,107.44,92.92,-9449329,2.5,38.5,None,113.45,106.39,124.04, $96.71 , $-8.96 
"CADENCE DESIGN SYSTEMS, INC. (XNAS:CDNS)",CDNS,20/11/2025,302.14,7,B,3,4,0,1,2,2,1,1,0,No,-6.52,328.71,315.23,302.46,-62304,1.3,15.9,None,310.43,301.03,324.53, $335.07 , $32.93 
"ANALOG DEVICES, INC. (XNAS:ADI)",ADI,20/11/2025,225.2,7,B,3,4,0,1,2,2,1,1,0,No,-2.5317,233.72,227.03,220.2,-50082,9.3,41.5,None,234.63,223.8,250.87, $276.24 , $51.04 
BOOKING HOLDINGS INC. (XNAS:BKNG),BKNG,20/11/2025,4583.1,7,B,3,4,0,1,2,2,1,1,0,No,-106.3896,5197.42,5057.55,4685.3,-2172330,1.8,26.4,None,4793.28,4561.98,5140.23," $5,195.76 ", $612.66 
CINTAS CORPORATION (XNAS:CTAS),CTAS,20/11/2025,183.2,7,B,4,3,2,2,0,1,1,1,0,No,-2.7103,198.41,201.32,191.93,-2661,30.2,49.8,None,184.58,180.52,190.67, $183.15 , $-0.05 
CSX Corporation (XNAS:CSX),CSX,20/11/2025,33.68,7,B,3,4,0,1,2,2,1,1,0,No,-0.1037,34.37,33.57,33.53,-17492,2.1,17.3,None,34.35,33.56,35.53, $36.37 , $2.69 
Fastenal Company (XNAS:FAST),FAST,20/11/2025,39.15,7,B,3,4,0,1,2,2,1,1,0,No,-1.2208,43.65,42.12,39.53,-14043,4.4,29.8,None,40.08,38.94,41.79, $40.34 , $1.19 
EBAY INC. (XNAS:EBAY),EBAY,20/11/2025,80.05,7,B,3,4,0,1,2,2,1,1,0,No,-2.0944,85.78,78.28,68.87,-23640,9.9,46.5,None,81.97,79.62,85.49, $83.89 , $3.84 
"ROKU, INC. (XNAS:ROKU)",ROKU,20/11/2025,90.99,7,B,3,4,0,1,2,2,1,1,0,No,-0.6819,93.63,85.95,82.96,-34227,1.8,24,None,96,90.43,104.35, $105.56 , $14.57 
"DOORDASH, INC. (XNAS:DASH)",DASH,20/11/2025,187.73,7,B,3,4,0,1,2,2,1,1,0,No,-10.0299,234.95,214.86,184.85,-2963967,1.3,21.3,None,216.72,191.76,254.16, $229.99 , $42.26 
"COINBASE GLOBAL, INC. (XNAS:COIN)",COIN,20/11/2025,238.16,7,B,3,4,0,1,2,2,1,1,0,No,-12.2897,312.51,287.84,254.76,-4006670,2,20.1,None,263.08,235.53,304.4, $277.36 , $39.20 
"ROBINHOOD MARKETS, INC. (XNAS:HOOD)",HOOD,20/11/2025,106.21,7,B,3,4,0,1,2,2,1,1,0,No,-3.199,115.36,87.87,63.22,-2459611,2.2,25.2,None,119.32,105.02,140.77, $135.71 , $29.50 
"SOFI TECHNOLOGIES, INC. (XNAS:SOFI)",SOFI,20/11/2025,24.91,7,B,3,4,0,1,2,2,1,1,0,No,-0.3488,24.83,19.99,16.08,-1008861,2.1,37.5,None,26.88,24.69,30.16, $26.83 , $1.92 
PALANTIR TECHNOLOGIES INC. (XNAS:PLTR),PLTR,20/11/2025,155.75,7,B,3,4,0,1,2,2,1,1,0,No,-3.5844,165.01,133.03,98.31,-3782781,2.6,27.4,None,169.77,154.08,193.31, $181.84 , $26.09 
"CLOUDFLARE, INC. (XNYS:NET)",NET,20/11/2025,191.39,7,B,3,4,0,1,2,2,1,1,0,No,-4.0838,205.93,174.13,144.04,-87362,5.4,16,None,197.94,187.1,214.2, $208.98 , $17.59 
"NETFLIX, INC. (XNAS:NFLX)",NFLX,19/11/2025,110,8,A,5,3,2,1,2,1,1,1,0,Yes,-2.2472,115.48,107.61,93.01,-3961106,28.3,52.1,None,115.37,108.47,125.72, $96.71 , $-13.29 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,19/11/2025,890.6,8,B,4,4,0,2,2,2,1,1,0,No,-4.8172,938.29,937.77,890.68,-275808,23.3,36.6,None,919.83,888.12,967.4, $888.44 , $-2.16 
INTUIT INC. (XNAS:INTU),INTU,19/11/2025,650.62,8,A,6,2,2,2,2,1,0,1,0,Yes,-6.8097,677.88,671.27,654.87,20661,39.3,47.2,None,662.66,642.2,693.35, $655.75 , $5.13 
CINTAS CORPORATION (XNAS:CTAS),CTAS,19/11/2025,183.47,8,B,4,4,2,2,0,2,1,1,0,No,-2.693,198.43,201.33,191.94,-4213,33.1,48.3,None,186.02,180.52,194.27, $183.15 , $-0.32 
MICROSOFT CORPORATION (XNAS:MSFT),MSFT,19/11/2025,487.12,7,B,3,4,0,1,2,2,1,1,0,No,-5.4625,500.47,473.1,446.12,-2908636,9.2,26.2,None,503.48,481.86,535.91, $492.02 , $4.90 
"AMAZON.COM, INC. (XNAS:AMZN)",AMZN,19/11/2025,222.69,7,B,3,4,0,1,2,2,1,1,0,No,-0.1173,225.14,215.11,201.22,-886734,10.4,49.9,None,230.43,218.08,248.95, $227.92 , $5.23 
"Meta Platforms, Inc. (XNAS:META)",META,19/11/2025,590.32,7,B,3,4,0,1,2,2,1,1,0,No,-22.2181,684.47,656.38,590.89,-2416239,9.7,18.5,None,604.26,580.09,640.51, $656.96 , $66.64 
TEXAS INSTRUMENTS INCORPORATED (XNAS:TXN),TXN,19/11/2025,157.09,7,B,4,3,2,2,0,2,0,1,0,No,-3.5866,176.49,182.66,182.79,2527,29.4,43.2,None,158.25,153.23,165.78, $179.52 , $22.43 
"SYNOPSYS, INC. (XNAS:SNPS)",SNPS,19/11/2025,386.3,7,B,4,3,2,2,0,2,0,1,0,No,-17.402,473.14,497,512.95,15325,12.6,23.1,None,389.99,375.43,411.83, $465.85 , $79.55 
"CADENCE DESIGN SYSTEMS, INC. (XNAS:CDNS)",CDNS,19/11/2025,306.76,7,B,3,4,0,1,2,2,1,1,0,No,-6.2252,329.15,315.42,302.55,-10325,11.7,21.5,None,310.65,301.54,324.31, $335.07 , $28.31 
BOOKING HOLDINGS INC. (XNAS:BKNG),BKNG,19/11/2025,4690.77,7,B,3,4,0,1,2,2,1,1,0,No,-99.5183,5207.68,5061.77,4687.43,-1779939,4.9,29.3,None,4867.28,4653.21,5188.38," $5,195.76 ", $504.99 
CSX Corporation (XNAS:CSX),CSX,19/11/2025,33.96,7,B,3,4,0,1,2,2,1,1,0,No,-0.0858,34.4,33.59,33.53,-9149,2.3,27.2,None,34.49,33.84,35.47, $36.37 , $2.41 
Fastenal Company (XNAS:FAST),FAST,19/11/2025,39.55,7,B,3,4,0,1,2,2,1,1,0,No,-1.1952,43.68,42.13,39.54,-10677,4.3,29.8,None,40.14,39.36,41.31, $40.34 , $0.79 
EBAY INC. (XNAS:EBAY),EBAY,19/11/2025,81.28,7,B,3,4,0,1,2,2,1,1,0,No,-2.0159,85.9,78.33,68.89,-12875,22.8,43.6,None,82.94,80.23,87, $83.89 , $2.61 
"ROKU, INC. (XNAS:ROKU)",ROKU,19/11/2025,93.1,7,B,3,4,0,1,2,2,1,1,0,No,-0.5472,93.83,86.03,83,-27353,3.6,39.5,None,96.56,92.03,103.36, $105.56 , $12.46 
"DOORDASH, INC. (XNAS:DASH)",DASH,19/11/2025,202.31,7,B,3,4,0,1,2,2,1,1,0,No,-9.0994,236.34,215.43,185.13,-711674,13.9,24.6,None,214.55,192.51,247.61, $229.99 , $27.68 
"COINBASE GLOBAL, INC. (XNAS:COIN)",COIN,19/11/2025,257.29,7,B,3,4,0,1,2,2,1,1,0,No,-11.0689,314.33,288.59,255.14,-1239797,9,29.4,None,271.27,246.53,308.38, $277.36 , $20.07 
PALANTIR TECHNOLOGIES INC. (XNAS:PLTR),PLTR,19/11/2025,165.42,7,B,3,4,0,1,2,2,1,1,0,No,-2.9673,165.93,133.41,98.5,-835448,6.7,34.7,None,173,162.1,189.35, $181.84 , $16.42 
"CLOUDFLARE, INC. (XNYS:NET)",NET,19/11/2025,196.2,7,B,3,4,0,1,2,2,1,1,0,No,-3.7768,206.39,174.32,144.13,-90273,12,38.8,None,200.74,187.1,221.2, $208.98 , $12.78 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,18/11/2025,895.08,8,B,4,4,0,2,2,2,1,1,0,No,-4.5313,938.71,937.94,890.76,-466166,1.8,42.4,None,925.82,895.32,971.57, $888.44 , $-6.64 
INTUIT INC. (XNAS:INTU),INTU,18/11/2025,649.73,8,A,6,2,2,2,2,1,0,1,0,Yes,-6.8665,677.8,671.23,654.85,34942,37.3,46.8,None,665.12,642.2,699.5, $655.75 , $6.02 
"SYNOPSYS, INC. (XNAS:SNPS)",SNPS,18/11/2025,383.82,8,B,4,4,2,2,0,2,1,1,0,No,-17.5603,472.9,496.9,512.9,-125084,9.5,19,None,399.51,375.43,435.63, $465.85 , $82.03 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,18/11/2025,109.96,8,B,4,4,2,2,0,2,1,1,0,No,-2.3598,127.94,135.04,134.77,-7454,9.3,20.4,None,111.99,108.85,116.7, $112.74 , $2.78 
MICROSOFT CORPORATION (XNAS:MSFT),MSFT,18/11/2025,493.79,7,B,3,4,0,1,2,2,1,1,0,No,-5.0368,501.11,473.36,446.26,-4354030,14.5,23.5,None,512.63,489.34,547.57, $492.02 , $-1.77 
"AMAZON.COM, INC. (XNAS:AMZN)",AMZN,18/11/2025,222.55,7,B,3,4,0,1,2,2,1,1,0,No,-0.1262,225.13,215.1,201.22,-2751495,0.4,45.4,None,234.83,221.98,254.11, $227.92 , $5.37 
NVIDIA CORPORATION (XNAS:NVDA),NVDA,18/11/2025,181.36,7,B,3,4,0,1,2,2,1,1,0,No,-1.0078,176.64,155.55,131.45,-5545613,7.4,30,None,189.19,179.29,204.04, $184.97 , $3.61 
"Meta Platforms, Inc. (XNAS:META)",META,18/11/2025,597.69,7,B,3,4,0,1,2,2,1,1,0,No,-21.7478,685.17,656.67,591.04,-1633262,14.3,11.2,None,612.3,582.61,656.83, $656.96 , $59.27 
TEXAS INSTRUMENTS INCORPORATED (XNAS:TXN),TXN,18/11/2025,157.32,7,B,4,3,2,2,0,2,0,1,0,No,-3.572,176.51,182.67,182.79,18177,31.3,44.2,None,159.91,153.23,169.93, $179.52 , $22.20 
"CADENCE DESIGN SYSTEMS, INC. (XNAS:CDNS)",CDNS,18/11/2025,303.21,7,B,3,4,0,1,2,2,1,1,0,No,-6.4517,328.81,315.28,302.48,-146515,2.7,14.1,None,316.15,301.54,338.06, $335.07 , $31.86 
BOOKING HOLDINGS INC. (XNAS:BKNG),BKNG,18/11/2025,4783.01,7,B,3,4,0,1,2,2,1,1,0,No,-93.6318,5216.46,5065.39,4689.26,-1776587,5.3,32.9,None,5094.13,4822.05,5502.25," $5,195.76 ", $412.75 
CINTAS CORPORATION (XNAS:CTAS),CTAS,18/11/2025,183.91,7,B,4,3,2,2,0,1,1,1,0,No,-2.6649,198.48,201.35,191.95,-3516,37.8,50,None,187.06,182.48,193.93, $183.15 , $-0.76 
CSX Corporation (XNAS:CSX),CSX,18/11/2025,33.99,7,B,3,4,0,1,2,2,1,1,0,No,-0.0839,34.4,33.59,33.54,-22238,2.7,33.6,None,34.95,33.86,36.59, $36.37 , $2.38 
Fastenal Company (XNAS:FAST),FAST,18/11/2025,39.96,7,B,3,4,0,1,2,2,1,1,0,No,-1.1691,43.72,42.15,39.55,-1791,20.5,38.7,None,40.68,39.36,42.66, $40.34 , $0.38 
EBAY INC. (XNAS:EBAY),EBAY,18/11/2025,81.83,7,B,3,4,0,1,2,2,1,1,0,No,-1.9808,85.95,78.35,68.9,-15167,28.6,24.3,None,84.52,81.31,89.33, $83.89 , $2.06 
"COINBASE GLOBAL, INC. (XNAS:COIN)",COIN,18/11/2025,261.79,7,B,3,4,0,1,2,2,1,1,0,No,-10.7817,314.76,288.77,255.23,-1614515,3.5,27,None,278.11,257.7,308.73, $277.36 , $15.57 
"ROBINHOOD MARKETS, INC. (XNAS:HOOD)",HOOD,18/11/2025,114.3,7,B,3,4,0,1,2,2,1,1,0,No,-2.6827,116.13,88.19,63.38,-696295,5.1,31.3,None,121.1,112.13,134.56, $135.71 , $21.41 
"SOFI TECHNOLOGIES, INC. (XNAS:SOFI)",SOFI,18/11/2025,26.24,7,B,3,4,0,1,2,2,1,1,0,No,-0.2639,24.96,20.05,16.11,-541161,8.2,38,None,27.98,25.66,31.46, $26.83 , $0.59 
PALANTIR TECHNOLOGIES INC. (XNAS:PLTR),PLTR,18/11/2025,167.33,7,B,3,4,0,1,2,2,1,1,0,No,-2.8454,166.11,133.49,98.54,-1307156,6.6,33.9,None,174.41,164.17,189.77, $181.84 , $14.51 
"CLOUDFLARE, INC. (XNYS:NET)",NET,18/11/2025,196.53,7,B,3,4,0,1,2,2,1,1,0,No,-3.7558,206.42,174.33,144.14,-254972,12.5,37.3,None,213.91,187.82,253.05, $208.98 , $12.45 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,17/11/2025,912.59,9,A,6,3,2,2,2,1,1,1,0,Yes,-3.4139,940.38,938.63,891.11,-162851,11.6,44.6,None,929.82,906.99,964.07, $888.44 , $-24.15 
INTUIT INC. (XNAS:INTU),INTU,17/11/2025,645.98,9,A,6,3,2,2,2,1,1,1,0,Yes,-7.1058,677.44,671.08,654.78,-157000,28.7,36.1,None,667.49,642.2,705.42, $655.75 , $9.77 
"NETFLIX, INC. (XNAS:NFLX)",NFLX,17/11/2025,110.29,8,A,5,3,2,1,2,1,1,1,0,Yes,-2.2287,115.51,107.62,93.01,-4128012,31.4,50.1,None,114.44,109.33,122.1, $96.71 , $-13.58 
"SYNOPSYS, INC. (XNAS:SNPS)",SNPS,17/11/2025,390.24,8,B,4,4,2,2,0,2,1,1,0,No,-17.1506,473.51,497.15,513.03,-21523,5.7,19.8,None,398.25,385.45,417.45, $465.85 , $75.61 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,17/11/2025,110.48,8,B,4,4,2,2,0,2,1,1,0,No,-2.3266,127.99,135.06,134.78,-11568,3.9,13.7,None,112.75,109.77,117.22, $112.74 , $2.26 
CINTAS CORPORATION (XNAS:CTAS),CTAS,17/11/2025,183.76,8,B,4,4,2,2,0,2,1,1,0,No,-2.6745,198.46,201.34,191.94,-12344,36.2,35.3,None,189.23,182.94,198.66, $183.15 , $-0.61 
"Meta Platforms, Inc. (XNAS:META)",META,17/11/2025,602.01,7,B,3,4,0,1,2,2,1,1,0,No,-21.4721,685.58,656.84,591.12,-1373051,4.2,11.6,None,614.29,594.01,644.71, $656.96 , $54.95 
"CADENCE DESIGN SYSTEMS, INC. (XNAS:CDNS)",CDNS,17/11/2025,311.29,7,B,3,4,0,1,2,2,1,1,0,No,-5.9361,329.58,315.59,302.64,-59735,4.4,16.9,None,319.97,309.02,336.4, $335.07 , $23.78 
BOOKING HOLDINGS INC. (XNAS:BKNG),BKNG,17/11/2025,4804.01,7,B,3,4,0,1,2,2,1,1,0,No,-92.2916,5218.46,5066.21,4689.67,-4588502,6.1,32,None,5134,4835.55,5581.67," $5,195.76 ", $391.75 
CSX Corporation (XNAS:CSX),CSX,17/11/2025,34.01,7,B,3,4,0,1,2,2,1,1,0,No,-0.0826,34.41,33.59,33.54,-62787,1.4,30.8,None,35.09,33.91,36.86, $36.37 , $2.36 
Fastenal Company (XNAS:FAST),FAST,17/11/2025,39.7,7,B,3,4,0,1,2,2,1,1,0,No,-1.1857,43.7,42.14,39.54,-23736,6.6,31.8,None,41.04,39.5,43.35, $40.34 , $0.64 
EBAY INC. (XNAS:EBAY),EBAY,17/11/2025,82.16,7,B,3,4,0,1,2,2,1,1,0,No,-1.9597,85.98,78.37,68.91,-34329,13.9,24.5,None,85.26,81.85,90.38, $83.89 , $1.73 
CONSTELLATION ENERGY CORPORATION. (XNAS:CEG),CEG,17/11/2025,338.67,7,B,3,4,0,1,2,2,1,1,0,No,-2.3639,337.93,301.17,257.76,-49192,14.9,29.2,None,352.33,326.18,391.55, $359.15 , $20.48 
"COINBASE GLOBAL, INC. (XNAS:COIN)",COIN,17/11/2025,263.95,7,B,3,4,0,1,2,2,1,1,0,No,-10.6438,314.97,288.85,255.27,-3992599,5.6,26.3,None,293.05,257.7,346.08, $277.36 , $13.41 
"ROBINHOOD MARKETS, INC. (XNAS:HOOD)",HOOD,17/11/2025,115.97,7,B,3,4,0,1,2,2,1,1,0,No,-2.5761,116.29,88.26,63.41,-1393890,9.3,31.4,None,126.63,112.2,148.27, $135.71 , $19.74 
PALANTIR TECHNOLOGIES INC. (XNAS:PLTR),PLTR,17/11/2025,171.25,7,B,3,4,0,1,2,2,1,1,0,No,-2.5952,166.48,133.64,98.62,-919351,15.7,41.1,None,177.37,164.17,197.17, $181.84 , $10.59 
"CLOUDFLARE, INC. (XNYS:NET)",NET,17/11/2025,202.25,7,B,3,4,0,1,2,2,1,1,0,No,-3.3907,206.96,174.55,144.25,-168937,1.5,40.9,None,215.46,200.99,237.17, $208.98 , $6.73 
"NETFLIX, INC. (XNAS:NFLX)",NFLX,14/11/2025,111.22,8,A,5,3,2,1,2,1,1,1,0,Yes,-2.3118,116.06,107.51,92.66,-8707754,41.3,54.6,None,116.85,111.15,125.4, $96.71 , $-14.51 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,14/11/2025,922.98,8,A,6,2,2,2,2,1,0,1,0,Yes,-3.5019,943.31,939.69,890.68,30427,39.7,46.7,None,927.68,907.25,958.32, $888.44 , $-34.54 
TEXAS INSTRUMENTS INCORPORATED (XNAS:TXN),TXN,14/11/2025,159.33,8,B,4,4,2,2,0,2,1,1,0,No,-3.6839,178.53,183.7,183.3,-60241,19.3,31.8,None,165.61,157.98,177.06, $179.52 , $20.19 
"DEXCOM, INC. (XNAS:DXCM)",DXCM,14/11/2025,58.06,8,B,4,4,2,2,0,2,1,1,0,No,-1.9733,70.03,77.35,87.29,-21783,23.9,27.8,None,60.91,54.24,70.91, $66.33 , $8.27 
BOOKING HOLDINGS INC. (XNAS:BKNG),BKNG,14/11/2025,5048.01,8,A,5,3,2,1,2,1,1,1,0,Yes,-84.9201,5262.09,5076.92,4687.36,-457257,45.4,36.6,None,5241.08,4965.72,5654.12," $5,195.76 ", $147.75 
"Meta Platforms, Inc. (XNAS:META)",META,14/11/2025,609.46,7,B,3,4,0,1,2,2,1,1,0,No,-20.0631,694.38,659.08,590.9,-595020,8.7,12.3,None,618.27,594.01,654.66, $656.96 , $47.50 
"CADENCE DESIGN SYSTEMS, INC. (XNAS:CDNS)",CDNS,14/11/2025,314.93,7,B,3,4,0,1,2,2,1,1,0,No,-5.1418,331.5,315.77,302.47,-19198,11.4,14.8,None,317.79,310.03,329.43, $335.07 , $20.14 
"ANALOG DEVICES, INC. (XNAS:ADI)",ADI,14/11/2025,234.89,7,A,5,2,2,1,2,1,1,0,0,Yes,-2.0265,234.62,227.1,220.1,-30586,56.5,41.8,None,241.56,229.55,259.57, $276.24 , $41.35 
Fastenal Company (XNAS:FAST),FAST,14/11/2025,40.45,7,B,3,4,0,1,2,2,1,1,0,No,-1.1588,44.12,42.24,39.54,-10112,2.1,30.8,None,41.29,40.33,42.73, $40.34 , $-0.11 
SIRIUS XM HOLDINGS INC. (XNAS:SIRI),SIRI,14/11/2025,21.51,7,B,4,3,2,2,0,1,1,1,0,No,-0.1023,22.3,24.05,29.19,-1332,22.4,48.9,None,22,21.18,23.23, $21.92 , $0.40 
CONSTELLATION ENERGY CORPORATION. (XNAS:CEG),CEG,14/11/2025,338.52,7,B,3,4,0,1,2,2,1,1,0,No,-0.3898,337.85,299.64,256.12,-156310,14.8,27.6,None,351.34,326.18,389.08, $359.15 , $20.63 
"COINBASE GLOBAL, INC. (XNAS:COIN)",COIN,14/11/2025,284,7,B,3,4,0,1,2,2,1,1,0,No,-7.5086,320.34,289.87,255.09,-749395,15.8,28.4,None,304.26,267.62,359.22, $277.36 , $-6.64 
"ROBINHOOD MARKETS, INC. (XNAS:HOOD)",HOOD,14/11/2025,122.5,7,B,3,4,0,1,2,2,1,1,0,No,-1.1435,116.32,87.13,62.35,-478024,23.3,34.5,None,130.28,113.77,155.05, $135.71 , $13.21 
"CLOUDFLARE, INC. (XNYS:NET)",NET,14/11/2025,210.6,7,B,3,4,0,1,2,2,1,1,0,No,-1.6792,207.46,173.42,143.08,-95273,11.5,43.5,None,224.67,203.77,256.02, $208.98 , $-1.62 
INTUIT INC. (XNAS:INTU),INTU,13/11/2025,650.11,9,A,6,3,2,2,2,1,1,1,0,Yes,-7.9399,679.58,671.63,654.71,-108551,29.9,32.6,None,662.17,632.2,707.12, $655.75 , $5.64 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,13/11/2025,925.08,8,A,6,2,2,2,2,1,0,1,0,Yes,-3.3679,943.51,939.77,890.72,179930,45.4,46.6,None,919.02,907.25,936.67, $888.44 , $-36.64 
"Meta Platforms, Inc. (XNAS:META)",META,13/11/2025,609.89,7,B,3,4,0,1,2,2,1,1,0,No,-20.0357,694.42,659.1,590.91,-1514501,5.5,17.8,None,629.62,600,674.05, $656.96 , $47.07 
BROADCOM INC. (XNAS:AVGO),AVGO,13/11/2025,339.98,7,B,3,4,0,1,2,2,1,1,0,No,-1.0951,318.87,268.68,222.85,-3288598,11.1,43.9,None,359.23,333.49,397.84, $406.29 , $66.31 
"CADENCE DESIGN SYSTEMS, INC. (XNAS:CDNS)",CDNS,13/11/2025,315.99,7,B,3,4,0,1,2,2,1,1,0,No,-5.0742,331.6,315.81,302.49,-24600,6.7,24.5,None,321.95,312.36,336.33, $335.07 , $19.08 
BOOKING HOLDINGS INC. (XNAS:BKNG),BKNG,13/11/2025,5075.61,7,A,5,2,2,1,2,1,1,0,0,Yes,-83.1588,5264.72,5078,4687.91,-713732,51.9,45.8,None,5188.27,4911.64,5603.22," $5,195.76 ", $120.15 
"OLD DOMINION FREIGHT LINE, INC. (XNAS:ODFL)",ODFL,13/11/2025,135.45,7,B,4,3,2,2,0,1,1,1,0,No,-0.0518,146.08,159.36,166.71,-20453,11,48.7,None,141.66,134.4,152.55, $148.89 , $13.44 
Fastenal Company (XNAS:FAST),FAST,13/11/2025,40.75,7,B,3,4,0,1,2,2,1,1,0,No,-1.1397,44.15,42.25,39.54,-8593,11.3,30.7,None,41.14,40.37,42.3, $40.34 , $-0.41 
SIRIUS XM HOLDINGS INC. (XNAS:SIRI),SIRI,13/11/2025,21.6,7,B,4,3,2,2,0,1,1,1,0,No,-0.0966,22.31,24.05,29.19,-941,26,51.8,None,21.83,21.34,22.56, $21.92 , $0.31 
CONSTELLATION ENERGY CORPORATION. (XNAS:CEG),CEG,13/11/2025,335.74,7,B,3,4,0,1,2,2,1,1,0,No,-0.5672,337.59,299.54,256.07,-692131,5.1,27.1,None,355.34,331.34,391.34, $359.15 , $23.41 
"COINBASE GLOBAL, INC. (XNAS:COIN)",COIN,13/11/2025,283.14,7,B,3,4,0,1,2,2,1,1,0,No,-7.5635,320.25,289.84,255.08,-2599879,3.5,30.7,None,311.81,279.35,360.5, $277.36 , $-5.78 
"ROBINHOOD MARKETS, INC. (XNAS:HOOD)",HOOD,13/11/2025,121.53,7,B,3,4,0,1,2,2,1,1,0,No,-1.2054,116.23,87.09,62.33,-1867581,6.6,38.6,None,133.97,119.23,156.08, $135.71 , $14.18 
PALANTIR TECHNOLOGIES INC. (XNAS:PLTR),PLTR,13/11/2025,172.14,7,B,3,4,0,1,2,2,1,1,0,No,-1.823,165.8,132.03,97.11,-3955821,8.2,44,None,190.77,169.26,223.04, $181.84 , $9.70 
"CLOUDFLARE, INC. (XNYS:NET)",NET,13/11/2025,213.54,7,B,3,4,0,1,2,2,1,1,0,No,-1.4916,207.74,173.54,143.14,-147170,0.7,48.1,None,236.5,213.44,271.09, $208.98 , $-4.56 
